"id_metric","id_country","id_crop","year","value"
8,1,6,2016,262
8,1,15,2016,9
8,1,16,2016,736
8,1,21,2016,709
8,1,23,2016,304
8,1,24,2016,27
8,1,25,2016,3.33333334
8,1,30,2016,3
8,1,34,2016,1
8,1,35,2016,459.692308152
8,1,36,2016,459.692308152
8,1,37,2016,709
8,1,39,2016,4854.529377783
8,1,40,2016,29730
8,1,41,2016,16636
8,1,43,2016,33.000000066
8,1,46,2016,262
8,1,48,2016,4854.529377783
8,1,54,2016,3.33333334
8,1,56,2016,7966
8,1,57,2016,7966
8,1,64,2016,7966
8,1,65,2016,4854.529377783
8,1,69,2016,96
8,1,73,2016,4
8,1,74,2016,642
8,1,76,2016,1
8,1,78,2016,4854.529377783
8,1,84,2016,4854.529377783
8,1,86,2016,720
8,1,88,2016,39
8,1,89,2016,9
8,1,90,2016,31823
8,1,93,2016,6
8,1,94,2016,31823
8,1,98,2016,2003
8,1,99,2016,243
8,1,100,2016,101
8,1,101,2016,262
8,1,102,2016,709
8,1,104,2016,14726
8,1,108,2016,4854.529377783
8,1,109,2016,23
8,1,110,2016,709
8,1,115,2016,75
8,1,118,2016,33.000000066
8,1,121,2016,459.692308152
8,1,123,2016,7966
8,1,126,2016,709
8,1,127,2016,33.000000066
8,1,130,2016,1
8,1,131,2016,703
8,1,133,2016,65073
8,1,135,2016,703
8,1,137,2016,6
8,1,139,2016,7
8,1,141,2016,509
8,1,142,2016,261
8,1,144,2016,949
8,1,145,2016,2065
8,1,152,2016,4854.529377783
8,1,157,2016,703
8,1,162,2016,459.692308152
8,1,163,2016,46312
8,1,168,2016,6
8,1,170,2016,703
8,1,172,2016,31823
8,1,175,2016,1656
8,1,176,2016,119
8,1,177,2016,1554
8,1,179,2016,39
8,1,182,2016,262
8,1,183,2016,459.692308152
8,1,184,2016,703
8,1,187,2016,459.692308152
8,1,191,2016,3.33333334
8,1,194,2016,12931
8,1,198,2016,280360
8,1,199,2016,2065
8,1,200,2016,2065
8,1,202,2016,4854.529377783
8,1,204,2016,262
8,1,205,2016,26
8,1,207,2016,459.692308152
8,1,209,2016,30
8,1,212,2016,262
8,1,219,2016,96
8,1,220,2016,34
8,1,222,2016,161400
8,1,225,2016,585
8,1,226,2016,11144
8,1,229,2016,280360
8,1,233,2016,4854.529377783
8,1,234,2016,4854.529377783
8,1,236,2016,459.692308152
8,1,237,2016,99
8,1,238,2016,703
8,1,239,2016,102
8,1,240,2016,10780
8,1,241,2016,3.33333334
8,1,243,2016,119
8,1,246,2016,204
8,1,251,2016,3.33333334
8,1,252,2016,3.33333334
8,1,253,2016,89
8,1,254,2016,31
8,1,255,2016,28
8,1,256,2016,35
8,1,258,2016,459.692308152
8,1,261,2016,76380
8,1,262,2016,459.692308152
8,1,263,2016,703
8,1,271,2016,4854.529377783
8,1,274,2016,4005
8,1,276,2016,4854.529377783
8,1,278,2016,661782
8,1,279,2016,661782
8,1,280,2016,262
8,1,284,2016,262
8,1,287,2016,33.000000066
8,1,289,2016,4854.529377783
8,1,292,2016,4854.529377783
8,1,293,2016,459.692308152
8,1,294,2016,1
8,1,302,2016,4854.529377783
8,1,304,2016,12960
8,1,308,2016,459.692308152
8,1,313,2016,51604
8,1,315,2016,21
8,1,317,2016,182
8,1,318,2016,459.692308152
8,1,320,2016,4854.529377783
8,1,321,2016,51603
8,1,322,2016,703
8,1,323,2016,262
8,1,324,2016,33.000000066
8,1,325,2016,9830
8,1,327,2016,25173
8,1,332,2016,33.000000066
8,1,339,2016,26
8,1,341,2016,4854.529377783
8,1,342,2016,2333
8,1,345,2016,5418432
8,1,351,2016,262
8,2,6,2016,3
8,2,15,2016,968
8,2,16,2016,129
8,2,21,2016,1
8,2,23,2016,9476
8,2,24,2016,274
8,2,34,2016,86
8,2,35,2016,57.384615442
8,2,36,2016,57.384615442
8,2,37,2016,1
8,2,39,2016,20.58823515
8,2,40,2016,22809
8,2,41,2016,27330
8,2,43,2016,3.833333341
8,2,44,2016,0.333333332
8,2,45,2016,3499
8,2,46,2016,3
8,2,48,2016,20.58823515
8,2,55,2016,102
8,2,56,2016,63
8,2,57,2016,63
8,2,60,2016,102
8,2,63,2016,0.333333332
8,2,64,2016,63
8,2,65,2016,20.58823515
8,2,67,2016,0.333333332
8,2,69,2016,1
8,2,73,2016,43
8,2,78,2016,20.58823515
8,2,83,2016,218
8,2,84,2016,20.58823515
