crop,country,year,clp_export_quantity,clp_export_value,clp_import_quantity,clp_import_value
Abaca,World,2010,9.40363E-06,1.55712E-05,8.71553E-06,1.55175E-05
Adlay,World,2010,NA,NA,NA,NA
Adzuki bean,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Agave,World,2010,NA,NA,NA,NA
Albardine,World,2010,NA,NA,NA,NA
Alfalfa,World,2010,0.001001486,0.000371227,0.001086392,0.000421457
Allspice,World,2010,0.002421851,0.005876584,0.002460485,0.005937693
Almonds,World,2010,0.000428439,0.002989639,0.000409495,0.002691219
Amaranth,World,2010,NA,NA,NA,NA
Anise,World,2010,0.000202646,0.000580723,0.000224282,0.000538495
Apple,World,2010,0.006581675,0.007368368,0.006483666,0.007270959
Apricot,World,2010,0.000286061,0.000927261,0.000283432,0.00091182
Areca nuts,World,2010,3.35001E-05,0.000223422,5.64271E-05,0.000278819
Arracacha,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Arrhenatherum,World,2010,NA,NA,NA,NA
Arrowroot,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Artichokes,World,2010,2.93022E-05,6.61842E-05,2.88868E-05,6.34668E-05
Asparagus,World,2010,0.000238048,0.001028804,0.000251705,0.00122332
Atemoya,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Avocado,World,2010,0.000635306,0.00166761,0.000704981,0.001850689
Azarole,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Babaco,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Badian,World,2010,0.000202646,0.000580723,0.000224282,0.000538495
Bambara bean,World,2010,NA,NA,NA,NA
Bamboo shoot,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Bananas,World,2010,0.013395027,0.009209852,0.014004484,0.012772866
Barley,World,2010,0.029231658,0.017970647,0.028416085,0.017861712
Bay leaf,World,2010,4.83887E-05,0.000246773,4.23155E-05,0.000215545
Beech nut,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Beets,World,2010,0.002120359,0.000441221,0.002154135,0.000513825
Black gram,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Black salsify,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Blueberry,World,2010,6.39675E-05,0.000421743,8.8386E-05,0.000607692
Brazil nut,World,2010,2.32445E-05,0.000174162,2.75905E-05,0.000192782
Breadfruit,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Buckwheat,World,2010,9.55166E-05,9.12684E-05,0.00014107,0.00012803
Butter-nut,World,2010,3.35001E-05,0.000223422,5.64271E-05,0.000278819
Butternut squash,World,2010,0.000435601,0.000682563,0.000696799,0.001054447
Cabbages and other brassicas,World,2010,0.002181138,0.002468798,0.002252623,0.002348188
Cabbages,World,2010,0.002181138,0.002468798,0.002252623,0.002348188
Caesarweed,World,2010,NA,NA,NA,NA
Cainito,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Calabash,World,2010,0.000435601,0.000682563,0.000696799,0.001054447
Canary seed,World,2010,0.000163688,0.000138813,0.000161383,0.00013534
Candlenut,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Canola,World,2010,0.002181138,0.002468798,0.002252623,0.002348188
Capers,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Carambola,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Carapa,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Cardamoms,World,2010,5.07837E-05,0.000714324,4.73681E-05,0.000690322
Carneros Yucca,World,2010,NA,NA,NA,NA
Caroa,World,2010,NA,NA,NA,NA
Carobs,World,2010,NA,NA,NA,NA
Carrots,World,2010,0.001663347,0.001091632,0.001584625,0.001038785
Cashews,World,2010,0.000830711,0.00313556,0.000650635,0.002797097
Cassava,World,2010,0.024661139,0.004643677,0.02683633,0.004991486
Castor bean,World,2010,0.000386298,0.000810752,0.000399635,0.000855529
Ceara,World,2010,NA,NA,NA,NA
Celery,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Cherimoya,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Cherries,World,2010,0.000271392,0.001482543,0.000273714,0.001396519
Chervil,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Chestnuts,World,2010,7.78696E-05,0.000294387,7.79314E-05,0.000255915
Chickpeas,World,2010,0.000909885,0.000935371,0.000805414,0.000819859
Chicle,World,2010,NA,NA,NA,NA
Chicory,World,2010,0.00135897,0.002593472,0.001400626,0.002588683
Chillies and peppers,World,2010,0.002421851,0.005876584,0.002460485,0.005937693
Chinotto,World,2010,0.000953586,0.001097304,0.000918847,0.001146675
Chontadura,World,2010,2.68695E-05,3.44934E-05,2.9655E-05,5.07053E-05
Chufa,World,2010,1.05285E-05,1.15975E-05,1.17813E-05,1.72104E-05
Cinnamon,World,2010,9.49261E-05,0.000266885,9.81042E-05,0.000262443
Citron,World,2010,0.000953586,0.001097304,0.000918847,0.001146675
Citronella,World,2010,1.08748E-07,1.44737E-05,3.77171E-07,2.0035E-05
Cloves,World,2010,3.33971E-05,0.000188038,2.61989E-05,0.00014069
Cocoa,World,2010,0.007063767,0.042309402,0.007322606,0.041888024
Coconuts,World,2010,0.003296462,0.003493676,0.003564104,0.003591326
Coffee,World,2010,0.011941811,0.060871196,0.011590369,0.05795598
Common bean,World,2010,0.00319999,0.004441026,0.002807662,0.004028969
Coriander,World,2010,0.000202646,0.000580723,0.000224282,0.000538495
Cotton,World,2010,0.007736817,0.017959517,0.007825401,0.017897299
Cowpeas,World,2010,NA,NA,NA,NA
Cranberries,World,2010,8.175E-05,0.00050825,6.41776E-05,0.000338072
Cress,World,2010,0.000146464,0.000218621,0.000110209,0.000159088
Cucumbers and gherkins,World,2010,0.001777441,0.002331146,0.001865116,0.002424293
Cumin,World,2010,0.000202646,0.000580723,0.000224282,0.000538495
Currants,World,2010,1.18344E-05,3.89188E-05,1.42833E-05,3.72121E-05
Cushaw,World,2010,0.000435601,0.000682563,0.000696799,0.001054447
Custard apple,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Dates,World,2010,0.000510576,0.000882461,0.000478119,0.000800051
Devil's cotton,World,2010,NA,NA,NA,NA
Dill,World,2010,4.83887E-05,0.000246773,4.23155E-05,0.000215545
Durian,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Eggplant,World,2010,0.000350481,0.000510693,0.000332987,0.000494201
Elderberry,World,2010,0.000114765,0.000144434,0.000119185,0.000158523
Esparto,World,2010,NA,NA,NA,NA
Ethiopian rape,World,2010,0.002181138,0.002468798,0.002252623,0.002348188
Faba beans,World,2010,0.000577688,0.000324845,0.000604277,0.000355309
Feijoa,World,2010,2.33784E-05,2.11656E-05,3.13414E-05,3.69666E-05
Fennel,World,2010,0.000202646,0.000580723,0.000224282,0.000538495
Fenugreek,World,2010,4.83887E-05,0.000246773,4.23155E-05,0.000215545
Fig leaf gourd,World,2010,0.000435601,0.000682563,0.000696799,0.001054447
Figs,World,2010,8.44006E-05,0.000397756,8.44581E-05,0.000410119
Finger millet,World,2010,0.000293312,0.000142497,0.000316066,0.000165487
Fique,World,2010,NA,NA,NA,NA
Flax,World,2010,0.001830696,0.002083706,0.001861824,0.002092737
Fonio,World,2010,NA,NA,NA,NA
Foxtail millet,World,2010,0.000293312,0.000142497,0.000316066,0.000165487
Garlic,World,2010,0.001283483,0.00345771,0.001294162,0.002535414
Giant cabuya,World,2010,NA,NA,NA,NA
Ginger,World,2010,0.000352934,0.000710041,0.000357053,0.000631323
Gooseberries,World,2010,1.18704E-07,1.34081E-06,3.56868E-07,2.02051E-06
Grapefruits,World,2010,0.001121661,0.0013498,0.001108691,0.001450297
