crop,country,year,clp_export_quantity,clp_export_value,clp_import_quantity,clp_import_value
Abaca,World,2010,NA,NA,NA,NA
Abaca,World,2011,NA,NA,NA,NA
Abaca,World,2012,NA,NA,NA,NA
Abaca,World,2013,NA,NA,NA,NA
Adlay,World,2010,NA,NA,NA,NA
Adlay,World,2011,NA,NA,NA,NA
Adlay,World,2012,NA,NA,NA,NA
Adlay,World,2013,NA,NA,NA,NA
Adzuki bean,World,2010,0.182608696,0.2,0.32173913,0.417391304
Adzuki bean,World,2011,0.186956522,0.204347826,0.304347826,0.365217391
Adzuki bean,World,2012,0.186956522,0.213043478,0.265217391,0.365217391
Adzuki bean,World,2013,0.182608696,0.208695652,0.308695652,0.391304348
Agave,World,2010,NA,NA,NA,NA
Agave,World,2011,NA,NA,NA,NA
Agave,World,2012,NA,NA,NA,NA
Agave,World,2013,NA,NA,NA,NA
Albardine,World,2010,NA,NA,NA,NA
Albardine,World,2011,NA,NA,NA,NA
Albardine,World,2012,NA,NA,NA,NA
Albardine,World,2013,NA,NA,NA,NA
Alfalfa,World,2010,0.017391304,0.008695652,0.060869565,0.034782609
Alfalfa,World,2011,0.02173913,0.013043478,0.047826087,0.034782609
Alfalfa,World,2012,0.026086957,0.02173913,0.065217391,0.030434783
Alfalfa,World,2013,0.026086957,0.008695652,0.082608696,0.039130435
Allspice,World,2010,0.126086957,0.160869565,0.2,0.265217391
Allspice,World,2011,0.12173913,0.165217391,0.195652174,0.269565217
Allspice,World,2012,0.134782609,0.173913043,0.186956522,0.265217391
Allspice,World,2013,0.130434783,0.182608696,0.204347826,0.273913043
Almonds,World,2010,0.004347826,0.034782609,0.013043478,0.169565217
Almonds,World,2011,0.013043478,0.039130435,0.013043478,0.160869565
Almonds,World,2012,0.013043478,0.056521739,0.013043478,0.182608696
Almonds,World,2013,0.013043478,0.082608696,0.017391304,0.208695652
Amaranth,World,2010,NA,NA,NA,NA
Amaranth,World,2011,NA,NA,NA,NA
Amaranth,World,2012,NA,NA,NA,NA
Amaranth,World,2013,NA,NA,NA,NA
Anise,World,2010,0.026086957,0.052173913,0.008695652,0.030434783
Anise,World,2011,0.026086957,0.047826087,0.004347826,0.039130435
Anise,World,2012,0.017391304,0.034782609,0.017391304,0.043478261
Anise,World,2013,0.02173913,0.039130435,0.02173913,0.056521739
Apple,World,2010,0.186956522,0.182608696,0.426086957,0.460869565
Apple,World,2011,0.2,0.204347826,0.426086957,0.469565217
Apple,World,2012,0.186956522,0.195652174,0.408695652,0.452173913
Apple,World,2013,0.17826087,0.2,0.408695652,0.473913043
Apricot,World,2010,0.026086957,0.047826087,0.013043478,0.060869565
Apricot,World,2011,0.030434783,0.052173913,0.008695652,0.047826087
Apricot,World,2012,0.034782609,0.056521739,0.02173913,0.052173913
Apricot,World,2013,0.030434783,0.043478261,0.02173913,0.043478261
