3034921	Foeniculum
2891787	Macadamia tetraphylla
3190158	Citrus sinensis
5384390	Amaranthus cruentus
7467468	Vitis
3034046	Persea americana
7469645	Citrus paradisi
2738130	Astrocaryum standleyanum
2886749	Vitellaria
2704504	Arrhenatherum
3034508	Arracacia
3054413	Stillingia sebifera
2926960	Thymus
2882803	Arbutus unedo
3190127	Poncirus
3092408	Tragopogon
2888867	Rheum rhabarbarum
6109699	Phoenix dactylifera
2944679	Psophocarpus
3152250	Urena
7403263	Lactuca sativa
2889929	Tropaeolum
2857697	Allium cepa
5358534	Prosopis affinis
2942877	Crotalaria juncea
3060998	Manihot esculenta
2928907	Physalis
5359385	Trifolium ambiguum
2705978	Phyllostachys
2888942	Rumex
2982794	Vigna aconitifolia
2874569	Cucumis sativus
5330776	Colocasia esculenta
3155252	Annona
5285165	Pinus pinea
2704505	Arrhenatherum elatius
3083646	Spinacia
2962244	Lathyrus
5406684	Cola anomala
2963817	Lupinus luteus
3013395	Crataegus
3110905	Scorzonera hispanica
3181965	Acca
7903057	Brassica rapa
2885576	Chrysophyllum
3034742	Daucus carota
5350438	Phaseolus lunatus
3054350	Juglans
2736531	Areca catechu
6109611	Amaranthus caudatus
3189571	Garcinia mangostana
2706141	Pennisetum glaucum
2986192	Ribes nigrum
2888439	Papaver somniferum
2874672	Lagenaria siceraria
2982372	Vigna
2960767	Hedysarum
5359330	Trifolium subterraneum
2985250	Licania
7968287	Glycine
7678610	Raphanus sativus
2747303	Crocus
5554574	Tetragonia tetragonoides
2703277	Phalaris
3152253	Urena lobata
9033789	Rosmarinus officinalis
2891641	Averrhoa carambola
2706241	Lolium perenne
5421350	Canarium ovatum
2731882	Elaeis guineensis
3032984	Diospyros kaki
2965280	Medicago truncatula
5290052	Zea mays
3072436	Aleurites
9080185	Amaranthus hypochondriacus
3186061	Pimenta dioica
4170327	Macleania rupestris
9407103	Averrhoa
5407147	Annona cherimola
2706400	Triticum zhukovsky
2767031	Agave americana
3189834	Acer
7512166	Cinnamomum cassia
2706406	Triticum turgidum
5377858	Sapium sebiferum
3020791	Prunus avium
2888721	Sambucus
7393329	Cucurbita moschata
3030169	Diospyros
3034041	Persea
2704525	Digitaria
2888728	Sambucus nigra
4096336	Shorea aptera
2706416	Triticum vavilovii
2770610	Sansevieria trifasciata
4129708	Lolium multiflorum
2762950	Musa balbisiana
3001244	Malus domestica
2704468	Stipa tenacissima
8183892	Abelmoschus
2882140	Castanea
2703227	Zizania
2874506	Cucurbita
2889931	Tropaeolum tuberosum
2705965	Secale
2704987	Festuca heterophylla
2705064	Panicum
5384397	Amaranthus tricolor
2928551	Ipomoea batatas
2757347	Maranta
5392252	Cichorium intybus
2930262	Solanum tuberosum
5371746	Anthriscus cerefolium
5635774	Canarium harveyi
2873855	Linum
8971274	Beta vulgaris
3152658	Gossypium herbaceum
3152084	Corchorus olitorius
2705267	Cymbopogon nardus
3041022	Armoracia rusticana
2713455	Cyperus
5406687	Cola nitida
2882813	Vaccinium
7774084	Nasturtium
2757624	Curcuma longa
2963774	Lupinus
8185571	Spondias mombin
3086811	Parthenium argentatum
8677695	Zizyphus
2985429	Licania rigida
2705530	Tripsacum
3189634	Camellia
5828197	Cenchrus americanus
2960383	Cajanus cajan
2926615	Origanum majorana
5358525	Prosopis pallida
3034906	Petroselinum
3083518	Ullucus tuberosus
3234061	Abroma
7655426	Cucurbita maxima
8969026	Physalis philadelphica
3152547	Hibiscus cannabinus
2705307	Dactylis
3042751	Brassica juncea
2883346	Madhuca longifolia
2705966	Secale cereale
4105728	Triticum kiharae
8193935	Petroselinum crispum
3054399	Triadica sebifera
9527393	Asparagus
2884049	Pouteria
2974832	Vicia faba
8149923	Prunus persica
3051713	Lepidium
3152542	Hibiscus
3072692	Jatropha
3190592	Spondias
9206251	Helianthus annuus
2703455	Oryza
2703912	Saccharum officinarum
3034509	Arracacoa xanthorrhiza
3075433	Piper
2956684	Arachis
7795888	Triticum aestivum
2882316	Fagus sylvatica
5350005	Coronilla varia
3110888	Scorzonera
3723563	Agave lecheguilla
3071171	Hevea brasiliensis
3034774	Cuminum
5406697	Ceiba pentandra
2895528	Coffea canephora
3186060	Pimenta
2747430	Crocus sativus
2940361	Pisum
2706218	Lolium rigidum
2975767	Tamarindus
2952236	Lablab purpureus
2768885	Asparagus officinalis
8262702	Pastinaca sativa
5377042	Lepidium meyenii
3169013	Ilex
3086357	Piper nigrum
2705952	Eleusine
2984535	Humulus lupulus
7600717	Astragalus chinensis
3042925	Brassica carinata
5289698	Setaria italica
5289746	Phalaris aquatica
3190137	Fortunella
2705540	Paspalum
3189420	Mammea
2928756	Nicotiana
2706050	Hordeum
8003305	Ullucus
2955600	Lespedeza
5357013	Lotus corniculatus
2984359	Boehmeria nivea
3190431	Canarium
6402873	Physalis ixocarpa
2702822	Echinochloa frumentacea
5406817	Myristica fragrans
2984563	Artocarpus
3138327	Carthamus tinctorius
3152229	Durio
2986097	Ribes rubrum
5347845	Pisum sativum
2704132	Thinopyrum
5350466	Phaseolus coccineus
2761352	Maranta arundinacea
5358746	Trifolium semipilosum
2946864	Lens
2960919	Hedysarum coronarium
3084187	Opuntia
3152230	Durio zibethinus
2704463	Stipa
3152614	Abutilon theophrasti
2733781	Metroxylon sagu
7799711	Canavalia ensiformis
3075453	Mangifera
3119134	Helianthus
9009923	Pastinaca
5343253	Astragalus cicer
2982583	Vigna unguiculata
6406374	Dioscorea cayennensis
2769799	Agave foetida
5330758	Colocasia
5359499	Trifolium alpestre
5350010	Lens culinaris
5376565	Lepidium sativum
5290081	Alopecurus pratensis
2926882	Satureja
3169754	Dyera costulata
4108754	?Triticosecale neoblaringhemii
2965397	Medicago scutellata
7818643	Prunus armeniaca
3189421	Mammea americana
8911082	Amaranthus blitum
3034015	Laurus nobilis
3189661	Caryocar
3152205	Theobroma cacao
2930617	Solanum melongena
5360475	Trigonella foenum-graecum
5361888	Morus nigra
3029010	Syzygium
3190001	Litchi
2706056	Hordeum vulgare
3106707	Cichorium
8403992	Capsicum frutescens
2705090	Panicum miliaceum
2882849	Vaccinium corymbosum
3033987	Cinnamomum verum
5289953	Digitaria exilis
2951351	Mucuna
2926885	Satureja hortensis
5421345	Canarium indicum
2982714	Vigna subterranea
7463440	Triticum flaksbergeri
7333509	Achras
3189635	Camellia sinensis
3083823	Chenopodium
3071157	Hevea
2703325	Triticosecale
3152218	Ceiba
3138214	Carthamnus
3152661	Gossypium hirsutum
3083650	Atriplex
5358466	Prosopis chilensis
5421368	Anacardium occidentale
2706001	Phleum
2988638	Rubus
3190157	Citrus medica
3112344	Cynara
2891642	Oxalis
2706413	Triticum ispahanicum
5361889	Morus alba
2982753	Vigna umbellata
2964167	Lupinus albus
5358266	Ornithopus sativus
5333693	Achras zapota
2972544	Onobrychis
3083718	Atriplex halimus
3034922	Foeniculum vulgare
2930137	Solanum lycopersicum
2965200	Medicago
6447752	Chenopodium pallidicaule
2803463	Vanilla pompona
2874482	Carica
5350452	Phaseolus vulgaris
2882796	Arbutus
5359334	Trifolium vesiculosum
3024146	Eriobotrya japonica
2889373	Fagopyrum esculentum
3190164	Citrus aurantiifolia
3054191	Capparis
3001068	Malus
3074906	Vernicia fordii
2778511	Phormium tenax
2705751	Bambusa
5361880	Cannabis sativa
3054384	Triadica
2702955	Setaria
3152652	Gossypium
3029912	Fragaria ananassa
2884162	Pouteria sapota
2889372	Fagopyrum
5289947	Digitaria iburua
5414252	Ilex paraguariensis
5341442	Thymus vulgaris
2704913	Festuca
2928774	Nicotiana tabacum
2874620	Citrullus
2873861	Linum usitatissimum
2885828	Chrysophyllum cainito
2984538	Cannabis
2984573	Artocarpus altilis
3112364	Cynara cardunculus
3188663	Punica
5418629	Acca sellowiana
2706242	Lolium temulentum
